# Generated by scripts/build-game-titles.mjs — do not edit by hand.
# Source: https://github.com/libretro/libretro-database (CC BY-SA 4.0).
# Generated on 2026-09-16 with 36858 serials.
DLDOLG2MEUSA	Metroid Prime 2 - Echoes
DLDOLG2MJJPN	Metroid Prime 2 - Dark Echoes
DLDOLG2MPEUR	Metroid Prime 2 - Echoes
DLDOLG2NJJPN	Need for Speed - Underground 2
DLDOLG2OEUSA	Prince of Persia - Warrior Within
DLDOLG2OPEUR	Prince of Persia - Warrior Within
DLDOLG2PEUSA	Spirits & Spells
DLDOLG2REUSA	DreamWorks Shrek - SuperSlam
DLDOLG2SJJPN	Shikigami no Shiro II
DLDOLG2TEUSA	Tony Hawk's Underground 2
DLDOLG2TPEUR	Tony Hawk's Underground 2
DLDOLG2VEUSA	Viewtiful Joe 2
DLDOLG2VJJPN	Viewtiful Joe 2 - Black Film no Nazo
DLDOLG2VPEUR	Viewtiful Joe 2
DLDOLG2XEUSA	Sonic Gems Collection
DLDOLG2XJJPN	Sonic Gems Collection
DLDOLG2XPEUR	Sonic Gems Collection
DLDOLG3AD0NOE	Herr der Ringe, Der - Das dritte Zeitalter
DLDOLG3AD0NOE0	Herr der Ringe, Der - Das dritte Zeitalter
DLDOLG3AD1NOE	Herr der Ringe, Der - Das dritte Zeitalter
DLDOLG3AD1NOE1	Herr der Ringe, Der - Das dritte Zeitalter
DLDOLG3AE0USA	Lord of the Rings, The - The Third Age
DLDOLG3AE0USA0	Lord of the Rings, The - The Third Age
DLDOLG3AE1USA	Lord of the Rings, The - The Third Age
DLDOLG3AE1USA1	Lord of the Rings, The - The Third Age
DLDOLG3AF0FRA	Seigneur des Anneaux, Le - Le Tiers Age
DLDOLG3AF0FRA0	Seigneur des Anneaux, Le - Le Tiers Age
DLDOLG3AF1FRA	Seigneur des Anneaux, Le - Le Tiers Age
DLDOLG3AF1FRA1	Seigneur des Anneaux, Le - Le Tiers Age
DLDOLG3AJ0JPN	Lord of the Rings - Nakatsu Kuni Daisanki
